epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,602.303,0.66492,0.47445,1.1123,0.58238,0.68413,0.63847,0.32819,1.8399,1.66272,2.51872,0.00035405,0.00035405,0.00035405
183,605.497,0.70145,0.53661,1.14728,0.55736,0.73688,0.65777,0.34999,1.92342,1.60881,2.60248,0.0003491,0.0003491,0.0003491
184,608.709,0.62213,0.47945,1.0986,0.68136,0.51746,0.62988,0.34157,2.12875,1.68579,2.90149,0.00034415,0.00034415,0.00034415
185,611.905,0.6686,0.53553,1.14745,0.59057,0.65154,0.68942,0.34702,2.02379,1.60157,2.77013,0.0003392,0.0003392,0.0003392
186,615.119,0.61584,0.46826,1.09179,0.61863,0.69199,0.69514,0.33138,2.00909,1.47083,2.90156,0.00033425,0.00033425,0.00033425
187,618.338,0.60441,0.46497,1.10227,0.56566,0.76109,0.71046,0.33512,1.98699,1.46804,2.86865,0.0003293,0.0003293,0.0003293
188,621.796,0.60366,0.4512,1.07376,0.52105,0.7254,0.66476,0.33347,2.04895,1.59466,2.83005,0.00032435,0.00032435,0.00032435
189,625.079,0.6151,0.49672,1.08879,0.54674,0.78868,0.67778,0.31468,2.13739,1.61679,2.90597,0.0003194,0.0003194,0.0003194
190,628.328,0.61027,0.42517,1.07681,0.54956,0.71587,0.62934,0.29152,2.18724,1.70271,2.99402,0.00031445,0.00031445,0.00031445
191,631.978,0.5741,0.43817,1.0651,0.53068,0.72981,0.60631,0.29526,2.17407,1.83335,2.97658,0.0003095,0.0003095,0.0003095
192,635.445,0.5993,0.47165,1.09836,0.58789,0.72509,0.61012,0.30265,2.10281,1.82187,2.90495,0.00030455,0.00030455,0.00030455
193,638.872,0.61209,0.47972,1.09294,0.59845,0.74373,0.64802,0.3099,2.0084,1.70622,2.82907,0.0002996,0.0002996,0.0002996
194,642.221,0.60847,0.45946,1.07408,0.62807,0.73486,0.67869,0.34442,1.99126,1.48383,2.79216,0.00029465,0.00029465,0.00029465
195,645.856,0.58491,0.46893,1.08232,0.64186,0.73492,0.69423,0.3462,2.01065,1.54063,2.77194,0.0002897,0.0002897,0.0002897
196,649.411,0.57415,0.43443,1.04401,0.62452,0.62816,0.6341,0.33731,2.00859,1.68306,2.82331,0.00028475,0.00028475,0.00028475
197,652.781,0.57581,0.45732,1.07081,0.58592,0.60897,0.60316,0.31493,2.05789,1.7684,2.95536,0.0002798,0.0002798,0.0002798
198,656.354,0.59185,0.44295,1.06249,0.70685,0.64762,0.65299,0.31803,2.06343,1.62671,2.99919,0.00027485,0.00027485,0.00027485
199,659.901,0.57992,0.44067,1.06895,0.72463,0.69524,0.6773,0.31093,2.06745,1.73614,2.96334,0.0002699,0.0002699,0.0002699
200,663.581,0.61865,0.47597,1.10052,0.72262,0.65481,0.67173,0.3192,2.01125,1.74068,2.96785,0.00026495,0.00026495,0.00026495
201,667.016,0.55716,0.42843,1.03883,0.76347,0.64648,0.69032,0.31113,2.07334,1.73913,3.04163,0.00026,0.00026,0.00026
202,670.079,0.60103,0.45553,1.08454,0.68041,0.67329,0.69494,0.32877,2.08487,1.761,2.96972,0.00025505,0.00025505,0.00025505
203,673.332,0.54611,0.46165,1.04592,0.78601,0.58254,0.69381,0.34099,2.07478,1.67156,2.91691,0.0002501,0.0002501,0.0002501
204,676.703,0.57815,0.41932,1.03636,0.78925,0.62293,0.68285,0.34668,2.03265,1.6926,2.79943,0.00024515,0.00024515,0.00024515
205,680.473,0.56207,0.4134,1.06185,0.79763,0.63871,0.69271,0.34491,2.01577,1.76777,2.76215,0.0002402,0.0002402,0.0002402
206,684.073,0.62822,0.46363,1.11964,0.79589,0.69342,0.71748,0.34352,1.99957,1.78662,2.6927,0.00023525,0.00023525,0.00023525
207,687.708,0.53133,0.41188,1.04163,0.72517,0.66471,0.68058,0.35794,1.99597,1.71266,2.70442,0.0002303,0.0002303,0.0002303
208,691.193,0.56995,0.43066,1.0639,0.77356,0.61906,0.68332,0.34962,1.95206,1.81698,2.65709,0.00022535,0.00022535,0.00022535
209,694.651,0.55748,0.4371,1.04595,0.7197,0.68662,0.69657,0.34806,1.97458,1.82033,2.68281,0.0002204,0.0002204,0.0002204
210,698.058,0.5444,0.42469,1.03759,0.63011,0.63128,0.61656,0.3308,2.01132,1.76186,2.77568,0.00021545,0.00021545,0.00021545
211,701.539,0.59135,0.41729,1.05835,0.64023,0.60657,0.64941,0.33416,2.09413,1.80223,2.85116,0.0002105,0.0002105,0.0002105
212,704.957,0.58322,0.45405,1.0666,0.60987,0.58413,0.5826,0.31559,2.15225,1.95018,2.94074,0.00020555,0.00020555,0.00020555
213,708.332,0.56563,0.40104,1.07455,0.57245,0.62381,0.59976,0.32326,2.08238,1.86141,2.84139,0.0002006,0.0002006,0.0002006
214,711.908,0.51057,0.39604,1.03811,0.5625,0.65556,0.62575,0.32861,2.06192,1.8466,2.67642,0.00019565,0.00019565,0.00019565
215,715.611,0.52653,0.40014,1.03878,0.56467,0.69026,0.64172,0.33354,1.97858,1.86741,2.55035,0.0001907,0.0001907,0.0001907
216,719.185,0.5644,0.39576,1.05559,0.68208,0.54921,0.64895,0.31869,1.9564,1.88126,2.54432,0.00018575,0.00018575,0.00018575
217,722.77,0.53992,0.41886,1.05618,0.70795,0.56747,0.65067,0.33215,1.94475,1.81603,2.60415,0.0001808,0.0001808,0.0001808
218,726.103,0.49916,0.36362,1.0183,0.66003,0.69323,0.6754,0.3326,1.97139,1.85662,2.67645,0.00017585,0.00017585,0.00017585
219,729.556,0.52874,0.37647,1.05471,0.64192,0.70398,0.64045,0.3358,1.99223,1.79081,2.69891,0.0001709,0.0001709,0.0001709
220,732.884,0.53809,0.40096,1.03443,0.68934,0.63968,0.64187,0.34731,2.01139,1.77544,2.71596,0.00016595,0.00016595,0.00016595
221,736.193,0.51308,0.37513,1.02427,0.72648,0.63774,0.66756,0.35403,1.99598,1.77954,2.70089,0.000161,0.000161,0.000161
222,739.527,0.49796,0.39638,1.01444,0.60569,0.72925,0.67683,0.35409,2.03167,1.73819,2.77606,0.00015605,0.00015605,0.00015605
223,742.856,0.52006,0.4012,1.0231,0.64365,0.74508,0.70064,0.35596,2.00935,1.66642,2.75638,0.0001511,0.0001511,0.0001511
224,746.204,0.48336,0.40179,1.02228,0.70396,0.70315,0.68574,0.35231,1.95532,1.6518,2.78771,0.00014615,0.00014615,0.00014615
225,749.587,0.55668,0.40138,1.05433,0.70861,0.72787,0.68702,0.33459,2.0184,1.60614,2.88175,0.0001412,0.0001412,0.0001412
226,752.906,0.51788,0.4062,1.0436,0.66005,0.72369,0.66117,0.32857,2.03613,1.6933,2.85662,0.00013625,0.00013625,0.00013625
227,756.28,0.51902,0.41584,1.03288,0.72618,0.61208,0.63906,0.34057,1.9743,1.82247,2.77703,0.0001313,0.0001313,0.0001313
228,759.732,0.48807,0.37628,1.02097,0.80269,0.59164,0.6426,0.33424,1.99493,1.86568,2.77857,0.00012635,0.00012635,0.00012635
229,763.051,0.53618,0.41318,1.05154,0.70771,0.61067,0.64612,0.34152,2.08172,1.75235,2.93804,0.0001214,0.0001214,0.0001214
230,766.408,0.51409,0.38969,1.0325,0.77763,0.65479,0.6876,0.35415,2.04571,1.65525,2.92244,0.00011645,0.00011645,0.00011645
231,770.092,0.48209,0.39672,1.02888,0.66653,0.63896,0.68499,0.35056,2.02495,1.67603,2.88407,0.0001115,0.0001115,0.0001115
232,773.925,0.46177,0.36164,1.00307,0.78696,0.56667,0.68505,0.36216,1.94552,1.72225,2.8141,0.00010655,0.00010655,0.00010655
233,777.047,0.48564,0.34557,0.99432,0.78728,0.56111,0.66403,0.35273,2.00587,1.67526,2.88734,0.0001016,0.0001016,0.0001016
234,780.595,0.51011,0.38041,1.04222,0.77362,0.59247,0.65106,0.34162,1.99569,1.73902,2.89514,9.665e-05,9.665e-05,9.665e-05
235,783.977,0.50966,0.39752,1.04516,0.76818,0.57619,0.66097,0.3463,2.0105,1.76895,2.91578,9.17e-05,9.17e-05,9.17e-05
236,787.336,0.47427,0.34358,1.01658,0.81031,0.57619,0.66901,0.35386,2.06895,1.75419,2.98377,8.675e-05,8.675e-05,8.675e-05
237,790.692,0.47348,0.36572,1.00704,0.79164,0.59507,0.68676,0.35521,2.07957,1.68145,2.9922,8.18e-05,8.18e-05,8.18e-05
238,794.195,0.47339,0.35346,1.00895,0.82071,0.6085,0.70517,0.35627,2.10327,1.75198,3.00748,7.685e-05,7.685e-05,7.685e-05
239,797.543,0.48612,0.35648,0.99256,0.82207,0.6084,0.70909,0.35386,2.10661,1.73858,3.0381,7.19e-05,7.19e-05,7.19e-05
240,800.931,0.4394,0.35309,0.99003,0.82265,0.56297,0.71178,0.35921,2.10052,1.7464,3.06129,6.695e-05,6.695e-05,6.695e-05
241,826.171,0.45351,0.3429,0.97708,0.81211,0.61156,0.73531,0.37034,2.1395,1.69779,3.20154,6.2e-05,6.2e-05,6.2e-05
242,829.539,0.48016,0.35697,0.9986,0.66037,0.66106,0.68646,0.36212,2.14152,1.61744,3.19718,5.705e-05,5.705e-05,5.705e-05
243,832.86,0.39241,0.29595,0.93405,0.68008,0.64792,0.67572,0.3556,2.11829,1.6265,3.1345,5.21e-05,5.21e-05,5.21e-05
244,836.212,0.3996,0.27889,0.9538,0.67578,0.67916,0.67642,0.34129,2.10973,1.55295,3.16797,4.715e-05,4.715e-05,4.715e-05
245,840.065,0.40424,0.27838,0.92348,0.67859,0.68655,0.68701,0.34902,2.10796,1.53298,3.17552,4.22e-05,4.22e-05,4.22e-05
246,843.375,0.39498,0.28493,0.92415,0.68635,0.70839,0.72715,0.35807,2.0409,1.55244,3.12352,3.725e-05,3.725e-05,3.725e-05
247,846.655,0.3802,0.27362,0.94206,0.64145,0.76526,0.72905,0.36022,2.03489,1.54874,3.11849,3.23e-05,3.23e-05,3.23e-05
248,849.959,0.38716,0.28299,0.96942,0.69068,0.71992,0.73734,0.34291,1.99324,1.54439,3.08059,2.735e-05,2.735e-05,2.735e-05
249,853.387,0.35539,0.25046,0.92866,0.70258,0.72045,0.7458,0.35169,2.03682,1.4908,3.15188,2.24e-05,2.24e-05,2.24e-05
250,856.715,0.36883,0.25674,0.95885,0.7699,0.63968,0.70743,0.35786,2.01198,1.48842,3.11099,1.745e-05,1.745e-05,1.745e-05
