bbox/AP,bbox/AP-Acral Lentiginous,bbox/AP-Lentigo Maligna,bbox/AP-Nodular Melanoma,bbox/AP-cancer,bbox/AP50,bbox/AP75,bbox/APl,bbox/APm,bbox/APs,data_time,eta_seconds,fast_rcnn/cls_accuracy,fast_rcnn/false_negative,fast_rcnn/fg_cls_accuracy,iteration,loss_box_reg,loss_cls,loss_rpn_cls,loss_rpn_loc,lr,rank_data_time,roi_head/num_bg_samples,roi_head/num_fg_samples,rpn/num_neg_anchors,rpn/num_pos_anchors,time,total_loss
6.075676931985814,2.6877067366724985,12.658059291774244,2.881264767510705,,11.870238015742734,5.93836227693731,9.964337904445799,0.19598415636222682,,0.0061884259999942515,1508.2295361000888,0.94140625,1.0,0.0,199,0.23207401484251022,0.22830843180418015,0.0030389828607439995,0.011025229003280401,4.9950250000000005e-05,0.0061884259999942515,241.0,15.0,251.5,4.5,0.402110154499951,0.4733634820440784
10.125063477902268,4.106197159126608,17.565809151973152,8.703184122607041,,21.698751671480814,6.701833588518776,12.143966689595516,2.737474156413596,,0.006746453999937785,1494.3549959999018,0.951171875,1.0,0.0,399,0.18760229647159576,0.15045833587646484,0.0029584997100755572,0.007730654440820217,9.990025e-05,0.006746453999937785,243.5,12.5,252.0,4.0,0.42674582650005277,0.3505281151155941
11.251311920977843,5.951951286913333,15.905696460386013,11.896288015634186,,27.225186986488975,6.987571454359186,13.814010226573517,2.6470884274905133,,0.00662900949998857,1442.2890321000978,0.9521484375,0.6666666666666666,0.07844429795649308,599,0.22129710763692856,0.15803539752960205,0.0023384966189041734,0.007669013924896717,0.00014985025,0.00662900949998857,240.75,15.25,252.0,4.0,0.44101373349997175,0.3808717033825815
18.002468290635747,7.87182109674866,21.98060301257564,24.154980762582934,,42.1556538082969,16.74741966214038,20.272072844902027,11.162831490522322,,0.0062393314999553695,1381.0066848000133,0.953125,0.3969722455845248,0.4180555555555555,799,0.21014354377985,0.12950539588928223,0.000942134007345885,0.008608732372522354,0.00019980025,0.0062393314999553695,238.75,17.25,251.0,5.0,0.4306813024999201,0.3520775045180926
20.002023101906673,14.946491654126293,16.588362108986836,28.471215542606892,,45.636772196757406,13.303036781410935,24.06293791657649,12.007273961921037,,0.006267590500101505,1307.434988999944,0.9580078125,0.25595238095238093,0.6025934401220443,999,0.19744142889976501,0.11572284251451492,0.00048089580377563834,0.008200070355087519,0.00024975025,0.006267590500101505,235.0,21.0,252.75,3.25,0.44247773300003246,0.3241245637909742
29.60569224621523,15.878866896006446,36.54525782966792,36.39295201297132,,62.839933820216196,21.902559150804695,32.05972868385248,15.916695117787642,,0.006438099999968472,1236.153039799774,0.96875,0.19933829611248965,0.7328055418109847,1199,0.14665000140666962,0.09194386005401611,0.0004916556208627298,0.005892444401979446,0.00025,0.006438099999968472,235.75,20.25,252.5,3.5,0.4449240674999828,0.24345795632325462
21.673780322287627,19.593228072655165,20.953513648568865,24.474599245638853,,50.097345689175185,10.992439162862588,24.47260863182299,14.777221678211777,,0.00634605750008177,1151.17725970033,0.9697265625,0.1975609756097561,0.7377173091458806,1399,0.13111263513565063,0.08245324343442917,0.00026519515085965395,0.006427607499063015,0.00025,0.00634605750008177,235.75,20.25,252.0,4.0,0.4471432110000251,0.22814767043746542
29.126595971346948,18.44184592877893,32.12393915640758,36.81400282885431,,63.55586741456466,16.88777295905563,32.359891759347256,10.899606089641221,,0.006355413499932183,1066.6554623999218,0.974609375,0.13529411764705884,0.8301169590643275,1599,0.12264526635408401,0.07366704568266869,0.0003392812650417909,0.006605004426091909,0.00025,0.006355413499932183,236.0,20.0,251.5,4.5,0.44132351399991876,0.1902516585023477
31.76774983958085,20.57620781060299,28.27584851189685,46.451193196242706,,63.78405266526768,26.896065442664668,34.17954212048604,18.47807637906648,,0.0064782545000525715,979.5275709998123,0.9736328125,0.11583184257602863,0.8756410256410256,1799,0.13244392722845078,0.07627184316515923,0.00015672630979679525,0.00499538192525506,0.00025,0.0064782545000525715,233.5,22.5,252.0,4.0,0.43618597150009464,0.21102109568710148
33.105499846856965,25.165866715846285,31.741205659097844,42.40942716562678,,71.16186607986509,21.70297095068984,36.45213014833879,16.23048791365623,,0.006464037000000644,891.9489370002793,0.98046875,0.09936406995230525,0.8786764705882353,1999,0.10305900499224663,0.05512647144496441,0.0007135058403946459,0.0048193419352173805,0.00025,0.006464037000000644,236.0,20.0,252.0,4.0,0.4477622204999534,0.16750670301166792
29.70992185943546,21.593162003239307,33.101403752563826,34.43519982250326,,66.52144090510761,26.825728252635646,34.48162683554958,19.327702000969325,,0.006062379500122006,802.8295947001652,0.9833984375,0.10915994304698623,0.8837209302325582,2199,0.10433363169431686,0.041679829359054565,0.0001500173457316123,0.003639945643953979,0.00025,0.006062379500122006,233.25,22.75,252.5,3.5,0.4326071259999935,0.1546762301968556
29.58707727112206,23.18402321730035,30.12639377774189,35.450814818323934,,65.0696419581857,24.94117418969267,33.191487530438394,25.64356435643565,,0.00591038350000872,713.6894023999048,0.982421875,0.08492822966507177,0.9059343434343434,2399,0.08213808387517929,0.04333118908107281,0.00013637131633004174,0.004240066045895219,0.00025,0.00591038350000872,233.0,23.0,252.0,4.0,0.4502324934999251,0.14270491949173447
37.31682415160327,34.305371506231566,35.64180061854522,42.00330033003301,,76.39047590240476,30.073864529310068,39.752156190943886,31.22112211221122,,0.006600678499808055,624.7274887000685,0.98828125,0.0664488017429194,0.9335511982570806,2599,0.09017185121774673,0.0339621901512146,0.00022162135428516194,0.00760274101048708,0.00025,0.006600678499808055,235.75,20.25,249.25,6.75,0.4464208410001902,0.14182283085119707
34.76667295817994,27.42217224542003,33.13315073095854,43.74469589816125,,70.29081188382195,30.446144335719545,37.366370039632244,30.099009900990097,,0.006335393999961525,535.5481332000636,0.986328125,0.07723132969034609,0.9227686703096539,2799,0.07434781268239021,0.03534076735377312,6.334932550089434e-05,0.003665689961053431,0.00025,0.006335393999961525,232.5,23.5,252.0,4.0,0.442171326000107,0.11730814905786247
33.96580961639214,26.007268118116155,30.463910413720818,45.42625031733943,,66.6846649517398,28.81435945792381,36.97354167502528,26.17161716171617,,0.006122409500221693,445.75220850003916,0.990234375,0.05634920634920634,0.9401785714285714,2999,0.06111668236553669,0.030197180807590485,6.546051008626819e-05,0.00559572852216661,0.00025,0.006122409500221693,237.25,18.75,251.0,5.0,0.46540503250002985,0.09659176475179265
32.9840901691722,32.00907875583488,28.750672499756547,38.1925192519252,,73.24839052193171,25.45809032779903,36.55399711048757,23.602860286028605,,0.006765918999917631,356.9959372000085,0.98828125,0.06048632218844985,0.9305851063829788,3199,0.06410563737154007,0.030417531728744507,0.00017721001495374367,0.006204776698723435,0.00025,0.006765918999917631,237.5,18.5,250.5,5.5,0.44693781499995566,0.11380172542340006
33.88784169935162,31.42699984284143,25.99190793633867,44.244617318874745,,73.80292682059675,22.71178081337358,35.917312038689495,31.22112211221122,,0.00619893149996642,267.80920890000743,0.98828125,0.045454545454545456,0.9436507936507936,3399,0.05977867729961872,0.03105978574603796,0.00016986233822535723,0.004028331954032183,0.00025,0.00619893149996642,234.75,21.25,251.25,4.75,0.44339323299982425,0.0998019731578097
34.86847859571412,32.25593630791651,27.950668112572703,44.39883136665315,,72.37194860782103,32.27440601202977,38.00296073024669,22.83828382838284,,0.006177688000207127,178.5933180000029,0.9921875,0.04096989966555184,0.9569842738205365,3599,0.06015292555093765,0.025586241856217384,0.0002243914277642034,0.003205622429959476,0.00025,0.006177688000207127,235.0,21.0,252.0,4.0,0.44594847599978493,0.09312417218461633
32.7679793187691,29.38205249096338,30.125595122023864,38.796290343320045,,64.82715333272986,27.44410938565261,35.27604981316228,26.732673267326735,,0.006397126499905426,89.3013523999798,0.9912109375,0.042328042328042326,0.9576719576719577,3799,0.06223578751087189,0.02609326411038637,0.00013675243826583028,0.0033319020876660943,0.00025,0.006397126499905426,234.75,21.25,252.5,3.5,0.47065726649998396,0.09910745228989981
34.585380781867656,37.083765324423254,29.55799453029902,37.114382490880665,,68.45962375642357,32.40498795141116,37.3415027121522,30.099009900990097,,,,,,,4000,,,,,,,,,,,,
