epoch,step,train/cardinality_error,train/loss,train/loss_bbox,train/loss_ce,train/loss_giou,val/cardinality_error,val/loss,val/loss_bbox,val/loss_ce,val/loss_giou
11,59,1.012738823890686,1.3216112852096558,0.1041717380285263,0.41351133584976196,0.1936207115650177,,,,,
12,64,,,,,,1.0,1.3421719074249268,0.11165080964565277,0.4070247709751129,0.1884465366601944
12,64,1.012738823890686,1.2695811986923218,0.09734204411506653,0.4118228256702423,0.18552418053150177,,,,,
13,69,,,,,,1.0,1.2837560176849365,0.10201677680015564,0.4052657186985016,0.18420308828353882
13,69,1.012738823890686,1.2143349647521973,0.09174269437789917,0.4103435277938843,0.17263905704021454,,,,,
14,74,,,,,,1.0,1.2644853591918945,0.10107399523258209,0.4033847749233246,0.17786529660224915
14,74,1.012738823890686,1.2016319036483765,0.0908164232969284,0.4092174470424652,0.16916611790657043,,,,,
15,79,,,,,,1.0,1.250299334526062,0.09868983924388885,0.40033668279647827,0.17825673520565033
15,79,1.012738823890686,1.1860175132751465,0.0895688459277153,0.40605688095092773,0.16605813801288605,,,,,
16,84,,,,,,1.0,1.2976362705230713,0.10546794533729553,0.3960883617401123,0.18710412085056305
16,84,1.012738823890686,1.1745494604110718,0.08755281567573547,0.40279948711395264,0.16699296236038208,,,,,
17,89,,,,,,1.0,1.2862117290496826,0.10147227346897125,0.3946281373500824,0.19211110472679138
17,89,1.012738823890686,1.1807941198349,0.08936305344104767,0.39844295382499695,0.16776785254478455,,,,,
18,94,,,,,,1.0,1.2452884912490845,0.09867163002490997,0.3982963263988495,0.17681701481342316
18,94,1.012738823890686,1.1233510971069336,0.08334013819694519,0.3989149332046509,0.15386763215065002,,,,,
19,99,,,,,,1.0,1.2549344301223755,0.10070499032735825,0.3973098695278168,0.17704980075359344
19,99,1.012738823890686,1.0924019813537598,0.07908846437931061,0.40287676453590393,0.14704160392284393,,,,,
20,104,,,,,,1.0,1.2800745964050293,0.1026485338807106,0.3992045223712921,0.18381373584270477
20,104,1.012738823890686,1.1461949348449707,0.08516708016395569,0.4024997055530548,0.15892988443374634,,,,,
21,109,,,,,,1.0,1.3729393482208252,0.11806081980466843,0.3932671546936035,0.1946839839220047
21,109,1.012738823890686,1.1378238201141357,0.08491703867912292,0.3991343080997467,0.1570521891117096,,,,,
22,114,,,,,,1.0,1.3280446529388428,0.10931485146284103,0.4056910276412964,0.18788966536521912
22,114,1.012738823890686,1.0896445512771606,0.07965902239084244,0.4001544117927551,0.14559753239154816,,,,,
23,119,,,,,,1.0,1.3680166006088257,0.11315840482711792,0.4197239875793457,0.19125033915042877
23,119,1.012738823890686,1.1451988220214844,0.08360344916582108,0.41220641136169434,0.1574876606464386,,,,,
24,124,,,,,,1.0,1.1859954595565796,0.0910639837384224,0.40590760111808777,0.16238395869731903
24,124,1.012738823890686,1.048471450805664,0.07289111614227295,0.41249075531959534,0.13576245307922363,,,,,
25,129,,,,,,1.0,1.1901556253433228,0.0943170115351677,0.3980054259300232,0.16028258204460144
25,129,1.012738823890686,1.0526001453399658,0.0749065950512886,0.4026474058628082,0.13770991563796997,,,,,
26,134,,,,,,1.0,1.2645623683929443,0.10040870308876038,0.39998969435691833,0.18126462399959564
26,134,1.012738823890686,1.069793462753296,0.07812730967998505,0.39827820658683777,0.14043930172920227,,,,,
27,139,,,,,,1.0,1.2655197381973267,0.10112081468105316,0.4079568088054657,0.1759794056415558
27,139,1.012738823890686,1.0737792253494263,0.07539722323417664,0.4049534797668457,0.14591990411281586,,,,,
28,144,,,,,,1.0,1.2780921459197998,0.10430873185396194,0.4007090628147125,0.1779196560382843
28,144,1.012738823890686,1.0933464765548706,0.07982324808835983,0.4113255739212036,0.14145222306251526,,,,,
29,149,,,,,,1.0,1.3133642673492432,0.110381118953228,0.3989321291446686,0.1812632828950882
29,149,1.012738823890686,1.0199275016784668,0.07221434265375137,0.40487954020500183,0.12698812782764435,,,,,
30,154,,,,,,1.0,1.2680027484893799,0.1024881899356842,0.3993677496910095,0.17809706926345825
30,154,1.012738823890686,1.0075275897979736,0.07072868943214417,0.40486618876457214,0.12450887262821198,,,,,
31,159,,,,,,1.0,1.2685058116912842,0.10352262854576111,0.3976508677005768,0.17662087082862854
31,159,1.012738823890686,1.0123937129974365,0.0720558613538742,0.39994990825653076,0.12608233094215393,,,,,
32,164,,,,,,1.0,1.3528873920440674,0.11486638337373734,0.39629313349723816,0.19113127887248993
32,164,1.012738823890686,1.0609411001205444,0.07871279120445251,0.39726075530052185,0.13505811989307404,,,,,
33,169,,,,,,1.0,1.362021565437317,0.11908818036317825,0.39505279064178467,0.18576392531394958
33,169,1.012738823890686,1.0847160816192627,0.08162187784910202,0.3929232060909271,0.1418418437242508,,,,,
34,174,,,,,,1.0,1.4642184972763062,0.13093744218349457,0.39224496483802795,0.20864316821098328
34,174,1.012738823890686,1.0476486682891846,0.07714507728815079,0.39006978273391724,0.13592682778835297,,,,,
35,179,,,,,,1.0,1.7254999876022339,0.1633438616991043,0.3915626108646393,0.2586091160774231
35,179,1.012738823890686,1.1122220754623413,0.08316686004400253,0.38804948329925537,0.15416911244392395,,,,,
36,184,,,,,,1.0,1.4253712892532349,0.12972798943519592,0.3856028616428375,0.19556422531604767
36,184,1.012738823890686,1.1787375211715698,0.0951593890786171,0.3844664394855499,0.1592371016740799,,,,,
37,189,,,,,,1.0,1.4545280933380127,0.12912218272686005,0.3802926242351532,0.21431230008602142
37,189,1.012738823890686,1.0097407102584839,0.07200663536787033,0.3779696226119995,0.1358688920736313,,,,,
38,194,,,,,,1.0,1.2603631019592285,0.10660183429718018,0.3832325041294098,0.17206072807312012
38,194,1.012738823890686,0.9607150554656982,0.06636127084493637,0.3734009861946106,0.12775377929210663,,,,,
39,199,,,,,,1.0,1.2097110748291016,0.09784570336341858,0.39427047967910767,0.1631060540676117
39,199,1.012738823890686,0.919089138507843,0.06215531751513481,0.38009849190711975,0.11410703510046005,,,,,
40,204,,,,,,1.0,1.1552143096923828,0.09039938449859619,0.3885207176208496,0.15734829008579254
40,204,1.012738823890686,0.9039838314056396,0.05900006368756294,0.38298505544662476,0.11299920827150345,,,,,
41,209,,,,,,1.0,1.1140693426132202,0.08534041792154312,0.3903951942920685,0.1484859734773636
41,209,1.012738823890686,0.8648180365562439,0.05610375478863716,0.37543943524360657,0.10442988574504852,,,,,
42,214,,,,,,1.0,1.1963527202606201,0.09857305884361267,0.3952440619468689,0.15412165224552155
42,214,1.012738823890686,0.8638462424278259,0.05643387883901596,0.3788720667362213,0.1014023944735527,,,,,
43,219,,,,,,1.0,1.0720868110656738,0.07915230840444565,0.3889631927013397,0.14368101954460144
43,219,1.012738823890686,0.8665042519569397,0.05709589645266533,0.37886786460876465,0.10107844322919846,,,,,
44,224,,,,,,1.0,1.137558102607727,0.08766473829746246,0.3919813334941864,0.15362657606601715
44,224,1.012738823890686,0.8568563461303711,0.056637514382600784,0.3734760284423828,0.10009638965129852,,,,,
45,229,,,,,,1.0,1.2044825553894043,0.09610539674758911,0.3862960934638977,0.1688297688961029
45,229,1.012738823890686,0.8276148438453674,0.05276547744870186,0.37401282787323,0.09488727897405624,,,,,
46,234,,,,,,1.0,1.2508505582809448,0.10407154262065887,0.38983336091041565,0.17032983899116516
46,234,1.012738823890686,0.8502249717712402,0.054167911410331726,0.375998318195343,0.10169345140457153,,,,,
47,239,,,,,,1.0,1.112518310546875,0.08685663342475891,0.3955093026161194,0.1413630098104477
47,239,1.012738823890686,0.8184518218040466,0.05151788145303726,0.37176352739334106,0.09454944729804993,,,,,
48,244,,,,,,1.0,1.3326948881149292,0.11501932144165039,0.40729424357414246,0.1751520037651062
48,244,1.012738823890686,0.8425936102867126,0.05362328886985779,0.3838191628456116,0.09532897919416428,,,,,
49,249,,,,,,1.0,1.3238000869750977,0.11281544715166092,0.40275782346725464,0.17848250269889832
49,249,1.012738823890686,0.913923442363739,0.060839276760816574,0.3966125249862671,0.1065572053194046,,,,,
50,254,,,,,,1.0,1.193920612335205,0.09464672952890396,0.40373340249061584,0.15847676992416382
50,254,1.012738823890686,0.9130358695983887,0.0608222633600235,0.3929879367351532,0.10796833783388138,,,,,
51,259,,,,,,1.0,1.254818320274353,0.10391903668642044,0.3913310468196869,0.17194606363773346
51,259,1.012738823890686,0.8579974174499512,0.05560574680566788,0.38290515542030334,0.09853173792362213,,,,,
52,264,,,,,,1.0,1.2244912385940552,0.09898921847343445,0.38547244668006897,0.1720363348722458
52,264,1.012738823890686,0.8601955771446228,0.05695657804608345,0.3693018853664398,0.10305538028478622,,,,,
53,269,,,,,,1.0,1.1319352388381958,0.08874412626028061,0.376101553440094,0.15605658292770386
53,269,1.012738823890686,0.8554006218910217,0.05651238188147545,0.3630441427230835,0.10489721596240997,,,,,
54,274,,,,,,1.0,1.2416213750839233,0.104560986161232,0.3708217144012451,0.17399734258651733
54,274,1.012738823890686,0.8492029309272766,0.05712117254734039,0.35867035388946533,0.10246337950229645,,,,,
55,279,,,,,,1.0,1.2971352338790894,0.11342118680477142,0.3704456686973572,0.17979180812835693
55,279,1.012738823890686,0.8557725548744202,0.05987035110592842,0.35007238388061523,0.10317414999008179,,,,,
56,284,,,,,,1.0,1.243935465812683,0.10097619891166687,0.38500717282295227,0.1770237237215042
56,284,1.012738823890686,0.792605459690094,0.05152164027094841,0.35165196657180786,0.0916726142168045,,,,,
57,289,,,,,,1.0,1.3529914617538452,0.11661261320114136,0.3752172589302063,0.19735553860664368
57,289,1.012738823890686,0.8031607866287231,0.05297152325510979,0.3478986620903015,0.09520228952169418,,,,,
58,294,,,,,,1.0,1.3004577159881592,0.11255663633346558,0.3753301501274109,0.1811722069978714
58,294,1.012738823890686,0.8089474439620972,0.05311867594718933,0.3443920612335205,0.09948098659515381,,,,,
59,299,,,,,,1.0,1.2571994066238403,0.10352260619401932,0.3924136757850647,0.17358630895614624
59,299,1.012738823890686,0.8045375943183899,0.05202207714319229,0.3506331145763397,0.09689705818891525,,,,,
60,304,,,,,,1.0,1.27310311794281,0.10564331710338593,0.39548635482788086,0.17470017075538635
60,304,1.012738823890686,0.7770219445228577,0.048282042145729065,0.3529008626937866,0.09135543555021286,,,,,
61,309,,,,,,1.0,1.2533886432647705,0.1046416163444519,0.3930110037326813,0.16858473420143127
61,309,1.012738823890686,0.7702138423919678,0.04648834466934204,0.35571718215942383,0.09102747589349747,,,,,
62,314,,,,,,1.0,1.2429076433181763,0.10091901570558548,0.39330580830574036,0.17250333726406097
62,314,1.012738823890686,0.7534438967704773,0.044872868806123734,0.36023545265197754,0.08442205935716629,,,,,
63,319,,,,,,1.0,1.3094713687896729,0.10939420759677887,0.3944811522960663,0.18400956690311432
63,319,1.012738823890686,0.7607609629631042,0.046240124851465225,0.3578925132751465,0.08583391457796097,,,,,
64,324,,,,,,1.0,1.295356035232544,0.10522124916315079,0.40013352036476135,0.18455810844898224
64,324,1.012738823890686,0.8130455017089844,0.05228579416871071,0.35882022976875305,0.09639810770750046,,,,,
65,329,,,,,,1.0,1.2926514148712158,0.10494520515203476,0.4040185213088989,0.18195338547229767
65,329,1.012738823890686,0.8418262004852295,0.05143221467733383,0.3729794919490814,0.10584283620119095,,,,,
66,334,,,,,,1.0,1.2883455753326416,0.10578019171953201,0.40308520197868347,0.1781797558069229
66,334,1.012738823890686,0.8756842017173767,0.05602593719959259,0.3714441955089569,0.11205527186393738,,,,,
67,339,,,,,,1.0,1.2561239004135132,0.1021168902516365,0.4070391356945038,0.16925019025802612
67,339,1.012738823890686,0.7735610604286194,0.04438837990164757,0.3684852421283722,0.09156695008277893,,,,,
68,344,,,,,,1.0,1.2797613143920898,0.10831750929355621,0.39013153314590454,0.1740211546421051
68,344,1.012738823890686,0.748997688293457,0.043079789727926254,0.36723002791404724,0.0831843912601471,,,,,
69,349,,,,,,1.0,1.2449568510055542,0.10288476198911667,0.3905831575393677,0.1699749231338501
69,349,1.012738823890686,0.7552220225334167,0.04474392533302307,0.3629375100135803,0.08428245037794113,,,,,
70,354,,,,,,1.0,1.1972616910934448,0.09589201956987381,0.3911973237991333,0.16330209374427795
70,354,1.012738823890686,0.736530065536499,0.042174581438302994,0.35612252354621887,0.08476730436086655,,,,,
71,359,,,,,,1.0,1.2328976392745972,0.09986644238233566,0.39507201313972473,0.16924668848514557
71,359,1.012738823890686,0.7643406987190247,0.04552190378308296,0.3625878393650055,0.08707164973020554,,,,,
72,364,,,,,,1.0,1.2785916328430176,0.1031002327799797,0.409784734249115,0.17665283381938934
72,364,1.012738823890686,0.7820745706558228,0.04729663208127022,0.36410728096961975,0.0907420814037323,,,,,
73,369,,,,,,1.0,1.3011934757232666,0.10863877087831497,0.4030283987522125,0.17748555541038513
73,369,1.012738823890686,0.7950726747512817,0.04722323268651962,0.37380918860435486,0.09257370233535767,,,,,
74,374,,,,,,1.0,1.397469401359558,0.11962341517210007,0.39755508303642273,0.20089861750602722
74,374,1.012738823890686,0.7943242788314819,0.04809621721506119,0.37460529804229736,0.08961893618106842,,,,,
75,379,,,,,,1.0,1.2044752836227417,0.09485034644603729,0.39296162128448486,0.16863089799880981
75,379,1.012738823890686,0.7715965509414673,0.0457405149936676,0.3634723126888275,0.08971083164215088,,,,,
76,384,,,,,,1.0,1.232903242111206,0.10129358619451523,0.3927188813686371,0.16685821115970612
76,384,1.012738823890686,0.7920253276824951,0.047812916338443756,0.36087536811828613,0.09604262560606003,,,,,
77,389,,,,,,1.0,1.2412092685699463,0.10387925058603287,0.3800261914730072,0.1708933711051941
77,389,1.012738823890686,0.7303265929222107,0.04123062267899513,0.3566218614578247,0.08377578109502792,,,,,
78,394,,,,,,1.0,1.2884440422058105,0.11176455020904541,0.3801085650920868,0.17475628852844238
78,394,1.012738823890686,0.7226500511169434,0.04122999683022499,0.35075151920318604,0.08287425339221954,,,,,
79,399,,,,,,1.0,1.2716985940933228,0.11020725220441818,0.3776229918003082,0.1715197116136551
79,399,1.012738823890686,0.6828896999359131,0.036647967994213104,0.3499561548233032,0.0748467668890953,,,,,
80,404,,,,,,1.0,1.270959734916687,0.1041407510638237,0.3845304846763611,0.18286272883415222
80,404,1.012738823890686,0.69970703125,0.040058210492134094,0.346831351518631,0.07629226893186569,,,,,
81,409,,,,,,1.0,1.2939532995224,0.10909579694271088,0.36945560574531555,0.1895093470811844
81,409,1.012738823890686,0.6659616231918335,0.0362987220287323,0.34324800968170166,0.07060996443033218,,,,,
82,414,,,,,,1.0,1.2214694023132324,0.09657974541187286,0.3884202241897583,0.1750752031803131
82,414,1.012738823890686,0.7146739959716797,0.04220539703965187,0.34305325150489807,0.08029686659574509,,,,,
83,419,,,,,,1.0,1.231020212173462,0.09972865879535675,0.3835356831550598,0.17442059516906738
83,419,1.012738823890686,0.6972861289978027,0.040398407727479935,0.34322574734687805,0.07603410631418228,,,,,
84,424,,,,,,1.0,1.259637713432312,0.1102217584848404,0.3648069202899933,0.17186100780963898
84,424,1.012738823890686,0.6921977400779724,0.040998805314302444,0.3348191976547241,0.0761922150850296,,,,,
85,429,,,,,,1.0,1.2733800411224365,0.10890684276819229,0.3672982156276703,0.1807737946510315
85,429,1.0063694715499878,0.6791185736656189,0.03897205367684364,0.3333919644355774,0.07543312758207321,,,,,
86,434,,,,,,1.0,1.2936804294586182,0.11440296471118927,0.37215322256088257,0.17475618422031403
86,434,1.012738823890686,0.663419246673584,0.038249868899583817,0.3245253562927246,0.0738222673535347,,,,,
87,439,,,,,,1.0,1.2367161512374878,0.10800034552812576,0.3614475727081299,0.16763347387313843
87,439,1.012738823890686,0.6303194761276245,0.033679913729429245,0.32288867235183716,0.0695156529545784,,,,,
88,444,,,,,,1.0,1.1384327411651611,0.09457513689994812,0.3566402792930603,0.15445834398269653
88,444,1.012738823890686,0.6632482409477234,0.04009590670466423,0.31654366850852966,0.07311251014471054,,,,,
89,449,,,,,,1.0,1.1970950365066528,0.09721166640520096,0.3717554211616516,0.1696406453847885
89,449,1.012738823890686,0.6220831871032715,0.03537442535161972,0.31626999378204346,0.06447053700685501,,,,,
90,454,,,,,,1.0,1.2111386060714722,0.09876477718353271,0.37595096230506897,0.170681893825531
90,454,1.012738823890686,0.6436029076576233,0.039021022617816925,0.30850571393966675,0.0699959397315979,,,,,
91,459,,,,,,1.0,1.1751043796539307,0.09693647921085358,0.3583359122276306,0.1660430133342743
91,459,1.012738823890686,0.6271400451660156,0.03677428141236305,0.30605825781822205,0.0686052143573761,,,,,
92,464,,,,,,1.0,1.1562330722808838,0.09357773512601852,0.3681514859199524,0.16009652614593506
92,464,1.0,0.6033403277397156,0.03654031455516815,0.29302024841308594,0.06380924582481384,,,,,
93,469,,,,,,1.0,1.1253173351287842,0.08953187614679337,0.36608725786209106,0.15578535199165344
93,469,0.987261176109314,0.5583398938179016,0.0305293221026659,0.2888358235359192,0.058428678661584854,,,,,
94,474,,,,,,0.9777777791023254,1.1169981956481934,0.0886555016040802,0.3789598345756531,0.1473805159330368
94,474,0.9681528806686401,0.5299573540687561,0.02847621776163578,0.2805842459201813,0.05349598452448845,,,,,
95,479,,,,,,1.0222222805023193,1.1734064817428589,0.09668003767728806,0.3628615140914917,0.16357244551181793
95,479,0.9426751732826233,0.5297805666923523,0.029347237199544907,0.27529260516166687,0.053875867277383804,,,,,
96,484,,,,,,1.0222222805023193,1.2214504480361938,0.10530281811952591,0.35924792289733887,0.16784422099590302
96,484,0.9681528806686401,0.5601634979248047,0.032958563417196274,0.2719214856624603,0.061724573373794556,,,,,
97,489,,,,,,1.0,1.2574503421783447,0.10620726644992828,0.3653967082500458,0.18050861358642578
97,489,0.9745222926139832,0.5374302268028259,0.030453365296125412,0.27108731865882874,0.057038016617298126,,,,,
98,494,,,,,,0.8888888955116272,1.2785197496414185,0.11010609567165375,0.3552945852279663,0.18634730577468872
98,494,1.0063694715499878,0.5569069981575012,0.03346947208046913,0.2690330445766449,0.06026329845190048,,,,,
99,499,,,,,,0.8888888955116272,1.2697720527648926,0.10904938727617264,0.3443382680416107,0.1900934875011444
99,499,0.9681528806686401,0.5556833744049072,0.032629333436489105,0.2670080065727234,0.06276429444551468,,,,,
100,504,,,,,,0.9777777791023254,1.2515313625335693,0.1028931513428688,0.36823001503944397,0.18441776931285858
100,504,0.9554139971733093,0.5545795559883118,0.03359631821513176,0.25981852412223816,0.06338977813720703,,,,,
101,509,,,,,,1.0222222805023193,1.229097604751587,0.10349936038255692,0.3561153709888458,0.17774270474910736
101,509,0.9044585824012756,0.5283758640289307,0.03078535385429859,0.25909850001335144,0.05767529457807541,,,,,
102,514,,,,,,0.8888888955116272,1.2234950065612793,0.10287678241729736,0.3614540994167328,0.1738286167383194
102,514,0.9299362897872925,0.5046505928039551,0.02962946519255638,0.24771881103515625,0.0543922483921051,,,,,
103,519,,,,,,1.1111111640930176,1.2457987070083618,0.10593315958976746,0.3480755090713501,0.184028759598732
103,519,1.0,0.518123209476471,0.030584018677473068,0.2527986466884613,0.05620221421122551,,,,,
104,524,,,,,,1.0888888835906982,1.254339337348938,0.1079193726181984,0.36514121294021606,0.17480061948299408
104,524,1.165605068206787,0.5242955088615417,0.032828252762556076,0.2440720647573471,0.05804109945893288,,,,,
105,529,,,,,,0.7555555701255798,1.2296520471572876,0.10410861670970917,0.34671396017074585,0.18119755387306213
105,529,1.0509554147720337,0.5075162649154663,0.03094024397432804,0.24088284373283386,0.05596611648797989,,,,,
106,534,,,,,,0.9111111164093018,1.232336401939392,0.1052120104432106,0.34810638427734375,0.17908504605293274
106,534,0.9617834687232971,0.5044910311698914,0.030804021283984184,0.2371167540550232,0.05667710676789284,,,,,
107,539,,,,,,1.0444444417953491,1.2716915607452393,0.11454936861991882,0.32112690806388855,0.1889088898897171
107,539,0.9044585824012756,0.5159435272216797,0.03274441510438919,0.23121877014636993,0.0605013407766819,,,,,
108,544,,,,,,1.244444489479065,1.2761002779006958,0.11161944270133972,0.343795508146286,0.1871037632226944
108,544,1.1273884773254395,0.4741312563419342,0.029489140957593918,0.21813459694385529,0.05427547171711922,,,,,
109,549,,,,,,0.9555555582046509,1.2918882369995117,0.11283590644598007,0.34604111313819885,0.19083383679389954
109,549,1.140127420425415,0.4748448133468628,0.030214549973607063,0.2120133489370346,0.0558793880045414,,,,,
110,554,,,,,,0.9333333373069763,1.2469844818115234,0.11082172393798828,0.33675602078437805,0.17805983126163483
110,554,0.9363057613372803,0.46708017587661743,0.03072861023247242,0.20137086510658264,0.05603310838341713,,,,,
111,559,,,,,,0.9777777791023254,1.2945549488067627,0.11107919365167618,0.36128363013267517,0.18893763422966003
111,559,0.8025477528572083,0.4609353542327881,0.0312628410756588,0.1917177438735962,0.0564517118036747,,,,,
112,564,,,,,,0.7555555701255798,1.271933913230896,0.10834121704101562,0.3469792306423187,0.19162437319755554
112,564,0.7070063948631287,0.47270241379737854,0.03302040696144104,0.18998534977436066,0.05880753695964813,,,,,
113,569,,,,,,0.6888889074325562,1.3165627717971802,0.11209479719400406,0.3550705313682556,0.20050902664661407
113,569,0.6433120965957642,0.5221793055534363,0.036984000355005264,0.2104267179965973,0.06341630965471268,,,,,
114,574,,,,,,0.6666666865348816,1.3319376707077026,0.1206226795911789,0.32046738266944885,0.20417840778827667
114,574,0.6496815085411072,0.5033010244369507,0.035697292536497116,0.19982674717903137,0.06249392032623291,,,,,
115,579,,,,,,0.8666666746139526,1.3021608591079712,0.11750893294811249,0.336562842130661,0.1890266388654709
115,579,0.7515923380851746,0.4596041440963745,0.03308386728167534,0.1786194145679474,0.05778270214796066,,,,,
116,584,,,,,,1.1111111640930176,1.3541219234466553,0.12868908047676086,0.3092247545719147,0.20072585344314575
116,584,1.0063694715499878,0.4366886615753174,0.031664732843637466,0.16631025075912476,0.0560273714363575,,,,,
117,589,,,,,,0.6666666865348816,1.3606048822402954,0.13039174675941467,0.3082646131515503,0.2001907080411911
117,589,0.8216560482978821,0.438629686832428,0.03190767019987106,0.16444845497608185,0.05732143297791481,,,,,
118,594,,,,,,0.7111111283302307,1.3964805603027344,0.13621078431606293,0.3248942792415619,0.19526615738868713
118,594,0.7898089289665222,0.5150778293609619,0.04027421772480011,0.1709679216146469,0.07136941701173782,,,,,
119,599,,,,,,0.6666666865348816,1.491114854812622,0.14884158968925476,0.28994056582450867,0.228483185172081
119,599,0.8025477528572083,0.5069153308868408,0.03972584009170532,0.16623404622077942,0.07102604955434799,,,,,
120,604,,,,,,0.6666666865348816,1.3274543285369873,0.1249517947435379,0.3056400418281555,0.19852764904499054
120,604,0.6878980994224548,0.4592116177082062,0.034418944269418716,0.15811601281166077,0.06450046598911285,,,,,
121,609,,,,,,0.6222222447395325,1.3666868209838867,0.12616005539894104,0.331325501203537,0.20228055119514465
121,609,0.656050980091095,0.44259244203567505,0.033691927790641785,0.15353704988956451,0.06029786169528961,,,,,
122,614,,,,,,0.8444444537162781,1.3368399143218994,0.13128137588500977,0.2851085364818573,0.19766224920749664
122,614,0.5732483863830566,0.41617512702941895,0.03159090876579285,0.14827316999435425,0.054973676800727844,,,,,
123,619,,,,,,0.8888888955116272,1.3381342887878418,0.12745893001556396,0.31030145287513733,0.19526907801628113
123,619,0.656050980091095,0.4198765456676483,0.031573113054037094,0.14972954988479614,0.05614066869020462,,,,,
124,624,,,,,,0.7555555701255798,1.3602771759033203,0.13018876314163208,0.3031623959541321,0.2030854970216751
124,624,0.7006369233131409,0.4017585217952728,0.029444372281432152,0.1426948755979538,0.05592083930969238,,,,,
125,629,,,,,,0.6888889074325562,1.3921407461166382,0.13368584215641022,0.3103134334087372,0.20669911801815033
125,629,0.5605095624923706,0.39286208152770996,0.02866761013865471,0.1360059678554535,0.05675900727510452,,,,,
126,634,,,,,,0.5555555820465088,1.3128330707550049,0.12407156825065613,0.3068335950374603,0.19282081723213196
126,634,0.4331210255622864,0.40510764718055725,0.03212887421250343,0.12875226140022278,0.057855501770973206,,,,,
127,639,,,,,,0.6000000238418579,1.3329904079437256,0.12430650740861893,0.33034026622772217,0.1905587762594223
127,639,0.46496814489364624,0.3836062550544739,0.029194926843047142,0.12625809013843536,0.055686745792627335,,,,,
128,644,,,,,,0.7777777910232544,1.3615870475769043,0.13187101483345032,0.3044887185096741,0.1988716721534729
128,644,0.48407644033432007,0.3598470389842987,0.02680346556007862,0.12612392008304596,0.0498528853058815,,,,,
129,649,,,,,,0.6000000238418579,1.3994115591049194,0.13598085939884186,0.308489054441452,0.20550909638404846
129,649,0.5541401505470276,0.3424323499202728,0.026571905240416527,0.11620353907346725,0.0466846264898777,,,,,
130,654,,,,,,0.6000000238418579,1.435297966003418,0.13343968987464905,0.3624088168144226,0.20284536480903625
130,654,0.5350318551063538,0.37980717420578003,0.03053349070250988,0.11483705043792725,0.056151341646909714,,,,,
131,659,,,,,,0.800000011920929,1.3112283945083618,0.1244577169418335,0.2992878258228302,0.1948259323835373
131,659,0.5477706789970398,0.3898244798183441,0.03251422569155693,0.10995229333639145,0.05865054577589035,,,,,
132,664,,,,,,0.8666666746139526,1.402520775794983,0.13101637363433838,0.3429821729660034,0.202228382229805
132,664,0.5859872698783875,0.3662964403629303,0.02956676110625267,0.10991689562797546,0.0542728565633297,,,,,
133,669,,,,,,0.9555555582046509,1.3433855772018433,0.12297235429286957,0.3438149094581604,0.19235444068908691
