bbox/AP,bbox/AP-Acral Lentiginous,bbox/AP-Lentigo Maligna,bbox/AP-Nodular Melanoma,bbox/AP-cancer,bbox/AP50,bbox/AP75,bbox/APl,bbox/APm,bbox/APs,data_time,eta_seconds,iteration,loss_box_reg,loss_cls,lr,num_pos_anchors,rank_data_time,time,total_loss
6.849862246908417,7.2529558583563984,6.883926192184091,6.4127046901847615,,22.570933348253817,2.454382473092956,9.36050499076378,1.8212151858571477,,0.006003844500014566,1452.0673867000596,199,0.3075089603662491,0.7789831161499023,4.9950250000000005e-05,32.5,0.006003844500014566,0.40402859450000506,1.0993036180734634
24.447619084987515,18.90633885138124,20.258870935701832,34.177647467879474,,52.28458235870106,17.264835489820882,28.346596981869727,10.406796337240209,,0.005993265500023881,1459.9475838000672,399,0.24252469837665558,0.3567844182252884,9.990025e-05,31.75,0.005993265500023881,0.40335800900004415,0.597028337419033
23.410269949759904,25.04929877436813,12.775038279328726,32.40647279558285,,48.436124461407466,16.082025493859106,28.915137655798816,12.002888420177026,,0.006244593000019449,1384.45596200022,599,0.1820606291294098,0.24057412147521973,0.00014985025,33.0,0.006244593000019449,0.40772586950004097,0.4108642414212227
27.87230516758462,25.219994160896324,22.660363098842765,35.73655824301479,,61.57867883552879,25.72554858857045,30.66714247201973,13.249367793922248,,0.006298969999988913,1307.9140927999106,799,0.18394389003515244,0.22813475877046585,0.00019980025,32.75,0.006298969999988913,0.4499129284999981,0.40281349420547485
32.783547370030355,35.797560065634045,18.524619260290404,44.028462784166614,,68.66110206107535,26.49416962568466,36.86650893841627,13.235401566791062,,0.005995696000013595,1228.3284435001178,999,0.20558009296655655,0.1341078281402588,0.00024975025,35.5,0.005995696000013595,0.4714674939999668,0.34371160715818405
30.210804265190777,30.28342766408621,29.440342394813023,30.90864273667311,,61.14456619923989,27.990959235144956,33.31448485343106,16.489092988246192,,0.005741428500073198,1150.2641192002102,1199,0.15603377670049667,0.10351353138685226,0.00025,34.0,0.005741428500073198,0.40718596449994493,0.26506654918193817
35.314441222266794,33.141722767447845,31.170487581976825,41.63111331737569,,70.53370791647488,27.722789084157867,39.028829813693754,18.235191940246658,,0.006256728000039402,1067.4977339000407,1399,0.13741915673017502,0.07192238420248032,0.00025,31.5,0.006256728000039402,0.4082162810000227,0.1925187110900879
29.463852682110097,30.40285778635685,24.300771851748017,33.687928408225446,,73.09629528656178,19.668250573419073,31.49237081459694,18.80821415474881,,0.005748235000055502,985.9789476000515,1599,0.08853637427091599,0.04211689904332161,0.00025,32.5,0.005748235000055502,0.4096427985000446,0.12655384466052055
34.99349106296035,33.74733876896462,27.95013441661942,43.28300000329703,,73.56714121460787,24.253254383377303,38.81649658071203,14.882180525744882,,0.006300102999944102,904.554312199798,1799,0.10403206571936607,0.030530407093465328,0.00025,34.75,0.006300102999944102,0.4140842064999788,0.15288391429930925
34.95329948672008,34.04848225207136,27.880787430925437,42.930628777163435,,74.83046791230935,23.751505907701308,37.96453129166621,17.304730473047304,,0.006214563500066106,820.9766240001954,1999,0.07792175933718681,0.02189897932112217,0.00025,34.75,0.006214563500066106,0.4056210789999568,0.10246744193136692
