bbox/AP,bbox/AP-Acral Lentiginous,bbox/AP-Lentigo Maligna,bbox/AP-Nodular Melanoma,bbox/AP-cancer,bbox/AP50,bbox/AP75,bbox/APl,bbox/APm,bbox/APs,data_time,eta_seconds,iteration,loss_box_reg,loss_cls,lr,num_pos_anchors,rank_data_time,time,total_loss
35.52725501532365,29.150391958870635,33.315599009692555,44.115774077407735,,72.24907362437261,24.631168999252864,37.890232165765454,29.603960396039604,,0.0060779694999837375,737.7377876999162,2199,0.08029942214488983,0.01953108888119459,0.00025,32.75,0.0060779694999837375,0.40512525049996384,0.09995491104200482
38.48170147236471,32.588335502258126,34.02868916288798,48.82807975194803,,74.9114115687092,31.617619094138078,42.242816256207014,15.522552255225522,,0.006439359499950115,654.9910448000446,2399,0.07984204590320587,0.018296808935701847,0.00025,32.0,0.006439359499950115,0.40761038499999813,0.10504222195595503
37.86875447611495,37.84853668270896,34.3542578273155,41.4034689183204,,77.13445912207524,34.63289382755547,41.29977722061513,16.33789093195034,,0.006045372500011581,573.1943623002962,2599,0.07740945369005203,0.02895139530301094,0.00025,31.5,0.006045372500011581,0.4088181624999834,0.10969588346779346
38.72685417938345,36.358976089413645,33.24182847293913,46.57975797579758,,78.11969431513394,28.018236900070733,41.7319980492445,23.282965551457107,,0.0058852674999343435,491.28312540024126,2799,0.06621940806508064,0.015120706520974636,0.00025,33.75,0.0058852674999343435,0.40989639149984214,0.07911359565332532
37.0601860672939,32.99528784924825,34.562608086406826,43.62266226622662,,71.2535134704743,30.44636526933126,40.1877241002983,26.798679867986795,,0.005603448499869046,410.20894050006973,2999,0.05355123057961464,0.010173057671636343,0.00025,32.5,0.005603448499869046,0.43666813250001724,0.06441659992560744
39.46690911175651,37.65392192170916,36.204475093571844,44.54233031998852,,73.93155099999689,31.847350762846965,43.753295215570105,15.115511551155114,,0.006161022000014782,328.52878280009463,3199,0.06718010827898979,0.009031087160110474,0.00025,31.5,0.006161022000014782,0.41008334200023455,0.07606899121310562
38.24473835647644,37.11132267072861,35.39568815653736,42.227204242163346,,73.16538446093281,32.30598830191143,41.99826149713605,15.965346534653465,,0.0063026464999893506,246.71050019992435,3399,0.05241965129971504,0.00780444429256022,0.00025,31.5,0.0063026464999893506,0.4096181659999729,0.06100480444729328
39.25856545935035,38.32744484312054,35.43524061845425,44.01301091647626,,70.23369915634588,38.70137435727554,42.41518925247681,30.132013201320134,,0.006169739500137439,164.60707839996758,3599,0.05321238376200199,0.008276970591396093,0.00025,32.5,0.006169739500137439,0.4110941079998156,0.06195676699280739
35.84133226911046,32.38773512239661,35.83498870049344,39.301272984441304,,73.77723223604428,26.657880073721657,39.21614249609469,17.326732673267323,,0.006260299499899702,82.28661560001456,3799,0.04786444082856178,0.005999530898407102,0.00025,35.0,0.006260299499899702,0.4113614855000378,0.05457765480969101
36.63524017596876,32.56228926946749,34.34601412542114,42.99741713301765,,69.70550983622948,31.213363556454382,39.64712048053094,26.831683168316832,,,,4000,,,,,,,
